,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
1322,55000000,Adventure,23.465539,Playtone,2008-10-07,17869048,90.0,City of Ember,6.2,605,3
1323,32000000,Drama,25.682509,Ghoulardi Film Company,2012-09-07,28258060,137.0,The Master,7.0,701,1
1324,38000000,Adventure,6.760922,Ingenious Film Partners,2007-12-17,5410749,93.0,Virgin Territory,4.3,75,4
1325,40000000,Drama,3.8782300000000003,Davis Entertainment,2008-10-10,9793496,130.0,The Express,7.1,71,1
1326,38000000,Adventure,57.889964,Columbia Pictures,2016-01-14,109906372,112.0,The 5th Wave,5.6,1945,2
1327,37000000,Drama,57.773582999999995,New Line Cinema,2015-11-25,173567581,133.0,Creed,7.3,1915,1
1328,37000000,Crime,24.218358,Legendary Pictures,2010-09-15,154026136,125.0,The Town,7.0,1468,3
1329,40000000,Romance,27.009722999999997,Alcon Entertainment,2012-05-17,79700000,110.0,What to Expect When You're Expecting,5.8,594,3
1330,37000000,Comedy,31.941346999999997,Mike Zoss Productions,2008-09-05,163720069,96.0,Burn After Reading,6.5,1222,2
1331,37000000,Adventure,14.353279,Walden Media,2008-04-03,100076342,96.0,Nim's Island,5.6,330,4
1332,38000000,Drama,33.003828000000006,Revolution Films,2013-09-02,90247624,123.0,Rush,7.7,2277,2
1333,37000000,Drama,30.993736,New Line Cinema,1999-12-08,48451803,188.0,Magnolia,7.5,825,1
1334,30000000,Action,25.825771,Warner Bros.,2010-02-26,55583804,107.0,Cop Out,5.3,511,3
1335,38000000,Comedy,46.078371000000004,New Line Cinema,2016-01-21,112343513,110.0,How to Be Single,5.9,1201,2
1336,37000000,Drama,6.638389999999999,Alcon Entertainment,2011-09-23,95404397,113.0,Dolphin Tale,6.7,163,2
1337,37000000,Adventure,127.084938,Summit Entertainment,2008-11-20,392616625,122.0,Twilight,5.8,3561,4
1338,36000000,Drama,27.465433,New Line Cinema,2002-02-15,102244770,116.0,John Q,7.0,594,3
1339,65000000,Action,16.865782,Columbia Pictures,1999-09-17,117758500,93.0,Blue Streak,6.1,352,3
1340,37000000,Comedy,100.348805,New Line Cinema,2013-08-07,269994119,110.0,We're the Millers,6.8,2972,2
1341,36500000,Action,2.785832,Art Pictures Studio,2008-12-18,21834845,115.0,The Inhabited Island,5.3,23,4
1342,36000000,Drama,9.176339,Paramount Pictures,1997-05-02,50159144,95.0,Breakdown,6.6,198,3
1343,36000000,Adventure,23.380757,PSO International,1983-10-07,160000000,134.0,Never Say Never Again,5.8,338,3
1344,36000000,Science Fiction,33.926473,United Artists,2010-03-26,64572262,101.0,Hot Tub Time Machine,6.0,894,3
1345,36000000,Family,6.967857,Alcon Entertainment,2014-09-12,52424533,107.0,Dolphin Tale 2,6.7,96,2
1346,42000000,Thriller,11.470135,Dimension Films,2000-02-25,32168970,124.0,Reindeer Games,5.4,173,1
1347,36000000,Action,19.854932,New Line Cinema,2003-04-04,44350926,109.0,A Man Apart,5.8,258,2
1348,37000000,Drama,29.652535999999998,Scott Rudin Productions,2015-05-27,26250020,105.0,Aloha,5.2,692,3
1349,0,History,8.102925,Columbia Pictures,1996-12-20,0,130.0,Ghosts of Mississippi,6.2,40,2
1350,0,Drama,2.79483,Universal Pictures,1999-12-22,0,127.0,Snow Falling on Cedars,6.3,32,2
1351,37000000,Drama,11.492474000000001,New Line Cinema,2011-01-28,96047633,114.0,The Rite,5.8,556,3
1352,36000000,Thriller,70.398356,Columbia Pictures,1997-09-07,12532777,106.0,Gattaca,7.5,1808,4
1353,36000000,Drama,1.068453,Universal Pictures,2000-01-28,3003296,95.0,Isn't She Great,4.6,14,2
1354,37000000,Animation,6.293216999999999,Starz Media,2008-07-17,63800345,81.0,Space Chimps,5.2,99,2
1355,0,Comedy,3.4571940000000003,DreamWorks SKG,2003-01-01,0,95.0,Head of State,5.3,71,1
1356,35000000,Comedy,82.21166,Legendary Pictures,2009-06-05,459270619,100.0,The Hangover,7.2,6173,1
1357,36000000,Action,19.167377,Mandarin Films Distribution Co.,2015-12-19,156844753,105.0,Ip Man 3,6.5,379,3
1358,33000000,Adventure,18.316151,New Line Cinema,1999-06-08,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,4
1359,35000000,Fantasy,44.104469,PolyGram Filmed Entertainment,1989-06-23,411348924,126.0,Batman,7.0,2096,2
1360,0,Drama,6.668678999999999,,2011-03-25,0,112.0,There Be Dragons,5.9,27,1
1361,35000000,Adventure,36.172182,Silver Pictures,1992-05-15,321731527,118.0,Lethal Weapon 3,6.4,811,5
1362,29000000,Drama,25.767395,Alcon Entertainment,2009-11-20,309208309,129.0,The Blind Side,7.2,1597,1
1363,35000000,Action,21.543389,Dimension Films,2001-03-18,147934180,88.0,Spy Kids,5.5,867,4
1364,35000000,Comedy,50.309843,New Line Cinema,2011-07-08,117000000,98.0,Horrible Bosses,6.5,2277,2
1365,38000000,Drama,49.292384000000006,Paramount Pictures,2010-12-22,252276927,110.0,True Grit,7.2,1668,3
1366,35000000,Comedy,83.89325699999999,Twentieth Century Fox Film Corporation,2006-06-30,326551094,109.0,The Devil Wears Prada,7.0,3088,3
1367,35000000,Science Fiction,24.616634,Paramount Pictures,1979-12-06,139000000,132.0,Star Trek: The Motion Picture,6.2,530,3
1368,35000000,Comedy,34.005726,Stuber Productions,2013-02-07,173965010,111.0,Identity Thief,5.6,1645,2
1369,35000000,Crime,27.714043,Universal Pictures,1991-11-15,182300000,128.0,Cape Fear,7.0,675,2
1370,35000000,Drama,45.149947999999995,Columbia Pictures,2008-03-27,69823199,123.0,21,6.5,1375,2
1371,35000000,Comedy,72.774941,Universal Pictures,2015-07-17,140795793,125.0,Trainwreck,5.9,1181,1
1372,35000000,Comedy,3.74263,Columbia Pictures,2005-03-25,68915888,105.0,Guess Who,5.5,225,2
1373,27000000,Drama,29.381878000000004,Miramax Films,1996-11-14,231976425,162.0,The English Patient,7.0,542,3
1374,35000000,Crime,24.860326,Regency Enterprises,1997-09-19,126216940,138.0,L.A. Confidential,7.7,1310,4
1375,35000000,Adventure,11.041659,Walt Disney Pictures,2005-07-29,86369815,100.0,Sky High,5.8,550,3
1376,35000000,Comedy,11.897925,Paramount Pictures,1997-09-10,0,90.0,In & Out,6.3,177,2
1377,35000000,Science Fiction,23.607070999999998,Metro-Goldwyn-Mayer (MGM),1995-07-07,113374103,108.0,Species,5.5,453,3
1378,1800000,Horror,38.204158,New Line Cinema,1984-11-14,25504513,91.0,A Nightmare on Elm Street,7.2,1180,1
1379,33000000,Horror,25.413954999999998,New Line Cinema,2000-08-17,104155843,107.0,The Cell,6.0,436,3
1380,0,Action,28.98027,United Artists Corporation,1998-03-12,0,132.0,The Man in the Iron Mask,6.3,1018,3
1381,35000000,Drama,9.525037,Walt Disney Pictures,2010-08-20,60251371,123.0,Secretariat,6.8,103,1
1382,34000000,Adventure,18.39217,The Weinstein Company,2007-03-23,95608995,90.0,TMNT,6.0,345,4
1383,32000000,Drama,9.254647,Revolution Studios,2003-10-24,52277485,109.0,Radio,6.8,141,1
1384,35000000,Romance,40.526587,Castle Rock Entertainment,2011-07-21,150483765,109.0,Friends with Benefits,6.5,2237,2
1385,35000000,Comedy,50.179171000000004,Universal Pictures,2016-05-04,108758521,91.0,Neighbors 2: Sorority Rising,5.6,1462,1
1386,35000000,Comedy,31.957946999999997,Walt Disney Pictures,2013-11-16,112544580,125.0,Saving Mr. Banks,7.3,1226,3
1387,34000000,Drama,19.822791,JVC Entertainment,1992-11-18,48169908,202.0,Malcolm X,7.2,370,2
1388,35000000,Comedy,38.429648,Apatow Productions,2012-12-20,88058786,134.0,This Is 40,5.6,896,1
1389,35000000,Comedy,13.707842999999999,Walt Disney Pictures,2009-11-24,92219310,88.0,Old Dogs,5.2,210,2
1390,35000000,Fantasy,51.927471000000004,Lakeshore Entertainment,2009-01-22,91353501,92.0,Underworld: Rise of the Lycans,6.2,1428,5
1391,35000000,Comedy,14.503568,Village Roadshow Pictures,2007-07-04,69307224,91.0,License to Wed,5.2,253,1
1392,0,Comedy,6.74556,Columbia Pictures,2006-04-07,0,80.0,The Benchwarmers,5.2,242,1
1393,30000000,Comedy,11.120167,Team Todd,2005-07-21,58405313,98.0,Must Love Dogs,5.8,140,2
1394,35000000,Crime,40.370442,TriStar Pictures,1997-02-27,41954997,127.0,Donnie Brasco,7.4,1147,3
1395,33000000,Horror,40.715623,Impact Pictures,2002-03-15,102984862,100.0,Resident Evil,6.4,2065,3
1396,10700000,Horror,36.230204,SLM Production Group,1982-06-04,122200000,114.0,Poltergeist,7.0,794,1
1397,0,Comedy,23.666229,Mike Zoss Productions,2004-03-25,0,104.0,The Ladykillers,6.0,415,3
1398,35000000,Action,25.903237,Dune Entertainment,2008-10-15,85416905,100.0,Max Payne,5.2,613,1
1399,40000000,Action,60.231381999999996,Regency Enterprises,2011-10-27,173930596,109.0,In Time,6.7,3417,3
1400,35000000,Comedy,18.382920000000002,Escape Artists,2010-04-23,77477008,106.0,The Back-Up Plan,5.7,458,2
1401,35000000,Comedy,14.029012,Alcon Entertainment,2011-05-05,59901913,112.0,Something Borrowed,5.9,296,3
1402,0,Adventure,15.913782999999999,Twentieth Century Fox Film Corporation,2001-11-21,0,95.0,Black Knight,5.1,287,3
1403,35000000,Comedy,6.889633,Paramount Pictures,1976-04-07,35323292,102.0,The Bad News Bears,6.9,97,2
1404,35000000,Action,19.286099,Universal Pictures,1994-12-22,99423521,102.0,Street Fighter,4.1,325,3
1405,35000000,Drama,50.587540999999995,Bac Films,2002-09-24,120072577,150.0,The Pianist,8.0,1864,2
1406,35000000,Drama,3.721272,New Line Cinema,2006-12-01,0,101.0,The Nativity Story,6.4,35,2
1407,40000000,Horror,17.157738000000002,Village Roadshow Pictures,2005-04-30,68766121,113.0,House of Wax,5.5,677,1
1408,27000000,Drama,22.636908,Columbia Pictures,2004-12-01,115505027,104.0,Closer,6.7,811,2
1409,35000000,Drama,28.069419,Imagine Entertainment,2011-11-09,84606030,137.0,J. Edgar,6.0,741,3
1410,35000000,Horror,19.774542999999998,Regency Enterprises,2008-08-15,72436439,110.0,Mirrors,6.0,485,3
1411,35000000,Drama,11.644243,Village Roadshow Pictures,2002-02-10,45479110,101.0,Queen of the Damned,5.4,239,3
1412,35000000,Science Fiction,27.934978000000005,Twentieth Century Fox Film Corporation,1990-11-20,57120318,108.0,Predator 2,5.9,730,3
1413,35000000,Drama,12.677505,Lakeshore Entertainment,2008-01-22,32483410,101.0,Untraceable,5.9,238,1
1414,35000000,Comedy,8.737058,New Line Cinema,1999-02-12,40263020,112.0,Blast from the Past,6.3,245,2
1415,35000000,Science Fiction,12.343507,Dino De Laurentiis Company,1980-09-01,27107960,111.0,Flash Gordon,6.1,233,1
1416,35000000,Comedy,14.699342000000001,Miramax Films,2004-03-25,36098382,102.0,Jersey Girl,5.8,325,2
1417,45000000,Action,14.513243,Summit Entertainment,2012-10-18,30353232,101.0,Alex Cross,5.1,300,4
1418,35000000,Crime,5.525544,Warner Bros.,1997-11-21,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,157,4
1419,8900000,Crime,15.079993,Emmett/Furla Films,2015-11-13,4100000,93.0,Heist,5.6,318,3
1420,35000000,Comedy,23.835055,Universal Pictures,2010-03-26,93246388,109.0,Nanny McPhee and the Big Bang,6.0,436,2
1421,35000000,Crime,5.926966,Jersey Films,1992-12-25,0,140.0,Hoffa,6.1,81,2
1422,30000000,Drama,25.454549,Twentieth Century Fox Film Corporation,2008-07-24,68369434,104.0,The X Files: I Want to Believe,5.5,523,4
1423,31000000,Family,22.71592,World 2000 Entertainment,2004-04-09,27388767,96.0,Ella Enchanted,5.9,437,3
1424,35000000,Drama,35.120736,Columbia Pictures,2015-11-12,50363790,123.0,Concussion,7.0,823,1
1425,35000000,Thriller,19.893646,Lions Gate Films,2011-09-22,82087155,106.0,Abduction,5.6,961,3
1426,35000000,Animation,14.051851999999998,Vanguard Films,2005-03-25,19478106,76.0,Valiant,5.2,235,3
1427,35000000,Comedy,9.011728999999999,Paramount Pictures,2000-02-22,0,111.0,Wonder Boys,6.9,161,2
1428,35000000,Action,19.088655,Dimension Films,2008-03-27,25871834,85.0,Superhero Movie,4.9,379,3
1429,56000000,Thriller,29.490057,Regency Enterprises,2013-01-18,19701164,109.0,Broken City,5.7,593,3
1430,35000000,Horror,11.195592999999999,Craven-Maddalena Films,2005-02-25,19294901,97.0,Cursed,5.1,167,2
1431,35000000,Crime,17.709888,Pariah Entertainment Group,2012-08-24,31083599,91.0,Premium Rush,6.2,832,3
1432,35000000,Action,18.262017,New Line Cinema,2015-05-08,51680201,87.0,Hot Pursuit,5.4,647,3
1433,35000000,War,10.103639999999999,Paramount Pictures,2002-09-08,29882645,132.0,The Four Feathers,6.5,159,4
1434,35000000,Action,28.670477,SND,2013-01-23,46216641,118.0,Parker,5.7,1455,2
1435,31000000,Comedy,16.736734,Universal Pictures,2004-09-13,41512007,98.0,Wimbledon,6.0,293,2
1436,35000000,Comedy,13.668632999999998,Summit Entertainment,2010-04-02,39340177,92.0,Furry Vengeance,4.6,149,1
1437,30000000,Action,9.780588,Pictures in Paradise,2012-09-05,0,93.0,Bait,5.3,191,3
1438,27000000,Fantasy,9.904881,Columbia Pictures Corporation,1983-07-29,16519460,117.0,Krull,5.8,129,3
1439,35000000,Action,9.789027,Cruise/Wagner Productions,2007-10-22,63215872,92.0,Lions for Lambs,6.0,216,4
1440,35000000,Action,6.81729,Paramount Pictures,1991-01-18,0,115.0,Flight of the Intruder,5.7,31,4
1441,35000000,Comedy,10.73522,Columbia Pictures Corporation,2007-12-21,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,212,2
1442,0,Drama,11.1399,Miramax Films,2001-12-18,0,111.0,The Shipping News,6.4,108,2
1443,35000000,Action,6.727949000000001,Morgan Creek Productions,2001-08-17,13678913,94.0,American Outlaws,5.7,55,2
1444,35000000,Drama,16.343317000000003,GK Films,2009-03-04,27409889,105.0,The Young Victoria,7.0,322,3
1445,40000000,Action,14.818717999999999,StudioCanal,2009-09-09,12206028,101.0,Whiteout,5.3,220,4
1446,32000000,Drama,43.862456,Fox Searchlight Pictures,2011-05-18,54674226,139.0,The Tree of Life,6.5,987,2
1447,33000000,Action,2.706207,TriStar Pictures,1998-09-04,0,91.0,Knock Off,4.7,64,3
1448,35000000,Action,27.903999,Open Road Films,2014-03-28,17508518,110.0,Sabotage,5.5,555,4
1449,35000000,Drama,3.746806,Twentieth Century Fox Film Corporation,2003-09-05,11560806,102.0,The Order,4.8,91,6
1450,20500000,Action,17.112498000000002,Lionsgate,2008-12-05,10089373,102.0,Punisher: War Zone,5.6,294,2
1451,35000000,Family,10.304172,Columbia Pictures,2006-08-11,12506188,83.0,Zoom,4.9,135,3
1452,35000000,Adventure,37.335721,TriStar Pictures,2015-09-30,61181942,123.0,The Walk,6.9,1121,3
1453,0,Fantasy,0.9123950000000001,China Film Co-Production Corporation,1997-05-02,0,103.0,Warriors of Virtue,4.7,9,3
1454,35000000,Comedy,16.782470999999997,Fox 2000 Pictures,2006-09-09,42064105,118.0,A Good Year,6.5,357,3
1455,35000000,Drama,3.5034080000000003,Columbia Pictures,1992-02-21,4651977,114.0,Radio Flyer,6.6,53,1
1456,35000000,Action,9.122828,Hollywood Pictures,1993-02-05,0,180.0,Bound by Honor,7.7,115,4
1457,35000000,Action,5.419181,Fox Searchlight Pictures,1997-02-13,0,121.0,Smilla's Sense of Snow,6.6,60,5
1458,35000000,Thriller,9.07278,Epsilon Motion Pictures,2002-11-06,16838910,114.0,Femme Fatale,6.2,142,3
1459,35000000,Action,2.864979,Falcon International Productions,1981-04-17,0,173.0,Lion of the Desert,7.4,34,3
1460,35000000,War,2.877488,France 2 Cin\u00e9ma,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,4
1461,38000000,Drama,5.516207,Universal Pictures,1999-11-24,635096,138.0,Ride with the Devil,6.6,49,4
1462,0,Drama,13.930763,Ikiru Films,2010-10-20,25147786,148.0,Biutiful,7.0,291,1
1463,35000000,Action,20.27704,Ultra Films,2006-01-18,10496317,93.0,Bandidas,5.8,307,4
1464,0,Drama,0.12673800000000002,Capitol Films,2009-05-13,0,100.0,Black Water Transit,0.0,0,2
1465,34000000,Action,131.815575,Ingenious Media,2014-09-10,348319861,113.0,The Maze Runner,7.0,5371,4
1466,35000000,Comedy,16.832311999999998,Studio Babelsberg,2015-03-05,14431253,91.0,Unfinished Business,5.0,320,1
1467,34000000,Drama,9.133747,Columbia Pictures,1993-09-17,32255440,139.0,The Age of Innocence,7.0,169,2
1468,35000000,Drama,24.606012,Regency Enterprises,2006-09-06,15304890,96.0,The Fountain,6.8,827,4
1469,70000000,Action,3.2769120000000003,Warner Bros.,1999-09-01,11263966,101.0,Chill Factor,5.3,29,3
1470,35000000,Action,16.830184,Saturn Films,2012-05-17,2106557,96.0,Stolen,5.1,344,4
1471,41677699,Animation,39.58676,Studio Ghibli,2008-07-19,187479518,100.0,Ponyo,7.5,926,2
1472,34000000,Drama,41.946523,Fox 2000 Pictures,2015-04-09,63013281,128.0,The Longest Ride,7.3,1064,2
1473,75000000,Drama,20.697556,New Line Cinema,1999-08-26,19598588,109.0,The Astronaut's Wife,5.4,254,3
1474,34000000,Romance,1.656695,Columbia Pictures,2000-05-05,0,114.0,I Dreamed of Africa,5.3,18,3
1475,35000000,Comedy,17.932561,Evil Twins,2012-11-29,0,106.0,Playing for Keeps,5.4,240,2
1476,35000000,Drama,15.509570000000002,Distant Horizons,2013-12-06,27330000,141.0,Mandela: Long Walk to Freedom,6.5,224,2
1477,32000000,Drama,4.6021849999999995,Barclays Mercantile Industrial Finance,1981-12-25,40382659,195.0,Reds,7.1,67,2
1478,40000000,Drama,40.379965999999996,David Brown Productions,1992-12-11,243240178,138.0,A Few Good Men,7.1,877,1
1479,50000000,Action,12.601306,Village Roadshow Pictures,2001-03-13,79958599,101.0,Exit Wounds,5.3,110,3
1480,30000000,Crime,24.389194,Twentieth Century Fox Film Corporation,2000-05-31,173959438,98.0,Big Momma's House,5.6,506,2
1481,34000000,Family,12.867326,StudioCanal,2013-12-24,0,85.0,Thunder and the House of Magic,6.3,121,4
1482,30000000,Horror,23.328823,Summit Entertainment,2011-12-22,64626786,89.0,The Darkest Hour,4.8,469,4
1483,33000000,Music,29.775440999999997,Summit Entertainment,2012-07-26,140470746,99.0,Step Up Revolution,6.7,663,3
1484,33000000,Action,19.642328,New Line Cinema,2006-08-06,62022014,105.0,Snakes on a Plane,5.1,497,4
1485,33000000,Mystery,7.339908,Universal Pictures,2000-09-08,0,96.0,The Watcher,4.9,110,2
1486,33000000,Action,35.099610999999996,Lions Gate Films,2004-04-15,54700105,124.0,The Punisher,6.1,766,3
1487,30000000,Drama,16.541791,Touchstone Pictures,2005-06-06,27610873,118.0,Goal!: The Dream Begins,6.6,238,1
1488,30000000,Action,31.92695,Lawrence Bender Productions,2012-04-16,40346186,94.0,Safe,6.3,799,3
1489,33000000,Comedy,9.060642,Regency Enterprises,1999-04-23,0,124.0,Pushing Tin,5.7,116,2
1490,32350000,Adventure,46.509071,Lucasfilm,1983-05-23,572700000,135.0,Return of the Jedi,7.9,4665,3
1491,30000000,Action,21.538222,Rogue Pictures,2008-03-14,22211426,108.0,Doomsday,5.8,363,3
1492,32000000,Drama,33.923786,Studio Babelsberg,2008-12-10,113019290,124.0,The Reader,7.2,813,2
1493,35000000,Comedy,20.908494,Relativity Media,2012-02-23,24159934,98.0,Wanderlust,5.3,394,1
1494,32000000,Comedy,16.901954,New Line Cinema,2003-10-09,173398518,97.0,Elf,6.4,987,3
1495,32000000,Drama,15.039407,Touchstone Pictures,1996-07-05,152036382,123.0,Phenomenon,6.2,323,4
1496,33000000,Adventure,13.655735,Walt Disney Pictures,2002-01-18,0,99.0,Snow Dogs,5.3,185,3
1497,0,Fantasy,21.620317,Paramount Pictures,1988-11-22,60328000,101.0,Scrooged,6.7,390,3
1498,32000000,Comedy,14.642055,Paramount Pictures,2006-06-16,80197993,92.0,Nacho Libre,5.6,359,2
1499,32500000,Comedy,17.107065,Universal Pictures,2011-04-28,288383523,125.0,Bridesmaids,6.5,1661,2
1500,32000000,Action,38.217079999999996,Columbia Pictures,2013-06-12,126041322,107.0,This Is the End,6.3,2359,2
1501,29000000,Horror,14.993169,FGM Entertainment,1999-09-10,50041732,103.0,Stigmata,6.0,242,1
1502,32000000,Drama,24.147269,Fox 2000 Pictures,2000-09-13,48814909,129.0,Men of Honor,7.0,544,1
1503,32000000,Action,18.47242,Rainforest Films,2010-08-26,69055695,107.0,Takers,6.0,394,4
1504,35000000,Comedy,18.843320000000002,Millenium Films,2013-04-25,21819348,90.0,The Big Wedding,5.7,414,1
1505,32000000,Crime,15.901137,Twentieth Century Fox Film Corporation,2011-02-16,83615414,107.0,"Big Mommas: Like Father, Like Son",5.3,313,3
1506,32000000,Thriller,59.19888,The Mark Gordon Company,2011-03-30,147332697,93.0,Source Code,7.1,2699,3
1507,32000000,Action,14.48851,Paramount Pictures,1993-01-15,36733909,120.0,Alive,6.7,374,4
1508,30000000,Thriller,23.197408,New Line Cinema,2007-02-23,77566815,101.0,The Number 23,6.3,1018,3
1509,33000000,Adventure,10.651202,Epith\u00e8te Films,2013-10-16,9494789,105.0,The Young and Prodigious T.S. Spivet,6.7,232,3
1510,35000000,Action,10.032625999999999,Columbia Pictures,1979-12-13,31755742,113.0,1941,5.6,143,2
1511,0,Drama,6.048743,DreamWorks SKG,2005-09-10,0,106.0,Dreamer: Inspired By a True Story,6.3,67,2
1512,32000000,Drama,34.628738,New Line Cinema,2005-09-23,60740827,96.0,A History of Violence,6.9,832,3
1513,32000000,Action,47.5612,Canal Plus,2005-08-02,85167639,87.0,Transporter 2,6.2,1061,3
1514,32000000,Action,16.473354999999998,TriStar Pictures,1995-02-09,18552460,107.0,The Quick and the Dead,6.3,427,2
1515,28000000,Action,6.201404,New Line Cinema,2004-04-04,30016165,90.0,Laws of Attraction,5.6,104,4
1516,32000000,Drama,15.560918,Paramount Pictures,1999-10-22,0,121.0,Bringing Out the Dead,6.6,225,1
1517,32000000,Action,25.799697000000002,Universal Pictures,2010-03-18,18409891,111.0,Repo Men,6.2,620,4
1518,70000000,Fantasy,4.822033,Younggu-Art Movies,2007-02-08,53587404,90.0,Dragon Wars: D-War,4.0,104,6
1519,32000000,Fantasy,3.379454,Regency Enterprises,1996-09-06,0,110.0,Bogus,5.4,44,3
1520,30000000,Comedy,26.9385,New Line Cinema,2013-03-14,27437881,100.0,The Incredible Burt Wonderstone,5.3,724,1
1521,32000000,Animation,4.098444000000001,Warner Bros. Pictures,1997-03-26,3566637,75.0,Cats Don't Dance,7.1,24,4
1522,0,Drama,4.901553,Touchstone Pictures,1999-12-10,0,132.0,Cradle Will Rock,7.2,18,1
1523,32000000,War,5.347936,Warner Bros.,2006-12-08,5914908,108.0,The Good German,5.9,86,6
1524,32000000,Adventure,4.120549,Carousel Picture Company,2004-03-28,0,93.0,George and the Dragon,5.0,13,1
1525,31500000,Drama,49.973462,United Artists,1979-08-15,89460381,153.0,Apocalypse Now,8.0,2055,2
1526,32000000,Comedy,13.611544,New Line Cinema,2010-09-01,42045846,102.0,Going the Distance,6.0,262,3
1527,0,Music,6.775294000000001,Hollywood Pictures,1995-12-29,106269971,137.0,Mr. Holland's Opus,6.9,113,3
1528,31500000,Action,27.891012,Lionsgate,2016-04-14,14708696,113.0,Criminal,5.7,557,1
1529,31000000,Drama,13.864975,Universal Pictures,1985-12-20,128499205,161.0,Out of Africa,7.0,279,1
1530,31000000,Drama,42.213765,Paramount Pictures,2012-11-02,161772375,138.0,Flight,6.5,2415,1
1531,34000000,Action,29.887403999999997,United Artists,1979-06-26,210308099,126.0,Moonraker,5.9,541,4
1532,30000000,Comedy,74.417456,Fox Searchlight Pictures,2014-02-26,174600318,99.0,The Grand Budapest Hotel,8.0,4519,2
1533,31000000,Drama,7.06762,Castle Rock Entertainment,2001-09-07,24185781,101.0,Hearts in Atlantis,6.4,131,2
1534,31000000,Comedy,15.895660999999999,Amblin Entertainment,1990-08-09,53208180,103.0,Arachnophobia,6.2,433,2
1535,31000000,Crime,19.258041,New Line Cinema,2000-04-28,68106245,118.0,Frequency,7.0,462,4
1536,31000000,Comedy,47.753598,New Line Cinema,2015-07-28,104384188,99.0,Vacation,6.2,1195,1
1537,30250000,Comedy,15.585138,Jersey Films,1995-10-20,115101622,105.0,Get Shorty,6.4,302,3
1538,45000000,Action,32.217425,Miramax Films,2002-12-26,306776732,113.0,Chicago,6.9,677,5
1539,34200000,Comedy,34.868590000000005,Columbia Pictures,1999-06-25,234801895,93.0,Big Daddy,6.1,875,2
1540,30000000,Comedy,36.432598,Universal Pictures,2001-08-10,287553595,108.0,American Pie 2,6.0,1344,2
1541,30000000,Animation,73.640445,Pixar Animation Studios,1995-10-30,373554033,81.0,Toy Story,7.7,5269,3
1542,30000000,Action,49.526736,Twentieth Century Fox Film Corporation,1994-06-09,350448145,116.0,Speed,6.8,1783,3
1543,30000000,Drama,26.780960999999998,Spyglass Entertainment,2012-02-05,196114570,104.0,The Vow,7.0,1293,2
1544,31000000,Drama,6.487344,Double Feature Films,2010-01-21,15134293,105.0,Extraordinary Measures,6.0,89,1
1545,30000000,Drama,25.996219,Walt Disney Pictures,2000-09-29,136706683,113.0,Remember the Titans,7.4,821,1
1546,30000000,Action,46.212154999999996,Paramount Pictures,1990-03-02,199200000,134.0,The Hunt for Red October,7.2,957,3
1547,25000000,Drama,32.105328,Laura Ziskin Productions,2013-08-16,115922175,132.0,The Butler,7.2,1101,1
1548,20000000,Comedy,41.156217,Twentieth Century Fox Film Corporation,2004-06-18,167722310,92.0,DodgeBall: A True Underdog Story,6.2,981,1
1549,30000000,Horror,37.179547,Paramount Pictures,1991-11-22,191502426,99.0,The Addams Family,6.7,848,3
1550,30000000,Crime,34.391791999999995,O Entertainment,1995-11-10,212385533,90.0,Ace Ventura: When Nature Calls,6.1,1099,3
1551,37000000,Comedy,40.176265,Walt Disney Pictures,2001-08-03,165335153,115.0,The Princess Diaries,6.5,1023,3
1552,26000000,Comedy,10.704596,Scott Rudin Productions,1996-09-20,116400000,102.0,The First Wives Club,6.5,166,1
1553,33000000,Crime,79.579532,New Line Cinema,1995-09-22,327311859,127.0,Se7en,8.1,5765,3
1554,30000000,Science Fiction,63.13678,WingNut Films,2009-08-05,210819611,112.0,District 9,7.3,3382,1
1555,30000000,Animation,27.870755,Paramount Pictures,2004-11-14,140161792,87.0,The SpongeBob SquarePants Movie,6.7,574,3
1556,25000000,Thriller,31.242998999999998,Village Roadshow Pictures,2003-10-07,156822020,138.0,Mystic River,7.6,1422,4
1557,30000000,Drama,70.456012,Lakeshore Entertainment,2004-12-15,216763646,132.0,Million Dollar Baby,7.7,2439,1
1558,80000000,Comedy,29.415228999999997,Spring Creek Productions,1999-03-05,176885658,103.0,Analyze This,6.4,503,2
1559,29000000,Romance,55.109138,New Line Cinema,2004-06-25,115603229,123.0,The Notebook,7.7,3067,2
1560,30000000,Comedy,30.695228000000004,Spyglass Entertainment,2008-01-10,160259319,111.0,27 Dresses,6.1,978,2
1561,35000000,Comedy,13.788422,Walt Disney Pictures,2009-04-10,155545279,102.0,Hannah Montana: The Movie,6.0,449,5
1562,30,Adventure,4.5902769999999995,Paramount Pictures,2000-09-14,103,78.0,Rugrats in Paris: The Movie,6.0,100,4
1563,30000000,Drama,3.8452309999999996,Columbia Pictures,1991-12-25,74787599,132.0,The Prince of Tides,5.9,56,2
1564,30000000,Adventure,26.952727000000003,Bedford Falls Productions,1994-12-16,160638883,133.0,Legends of the Fall,7.2,619,4
